Source,Target,Weight,Type
417,470,1,undirected
417,528,3,undirected
417,562,1,undirected
417,717,1,undirected
417,726,2,undirected
418,46,1,undirected
418,64,1,undirected
418,107,4,undirected
418,197,12,undirected
418,238,5,undirected
418,313,1,undirected
419,141,1,undirected
419,144,1,undirected
419,215,3,undirected
419,245,2,undirected
419,312,1,undirected
419,368,9,undirected
419,409,1,undirected
419,410,5,undirected
419,423,12,undirected
419,473,5,undirected
419,482,5,undirected
419,588,9,undirected
419,643,5,undirected
419,646,10,undirected
419,712,1,undirected
420,234,2,undirected
420,270,11,undirected
420,276,7,undirected
420,433,3,undirected
420,438,1,undirected
421,199,5,undirected
421,248,4,undirected
421,259,5,undirected
421,296,1,undirected
421,353,4,undirected
421,394,2,undirected
421,468,6,undirected
422,157,2,undirected
422,207,5,undirected
422,211,1,undirected
422,213,3,undirected
422,216,8,undirected
422,224,1,undirected
422,240,2,undirected
422,245,4,undirected
422,247,4,undirected
422,258,2,undirected
422,269,2,undirected
422,302,2,undirected
422,303,2,undirected
422,330,1,undirected
422,364,5,undirected
422,396,9,undirected
422,434,6,undirected
422,456,3,undirected
422,465,1,undirected
422,509,1,undirected
422,528,2,undirected
422,534,3,undirected
423,143,2,undirected
423,258,3,undirected
423,368,1,undirected
423,409,1,undirected
423,419,12,undirected
423,549,2,undirected
423,646,7,undirected
423,665,5,undirected
423,689,2,undirected
424,273,2,undirected
424,301,2,undirected
424,307,1,undirected
424,439,3,undirected
424,443,5,undirected
424,445,3,undirected
424,453,9,undirected
424,481,8,undirected
425,253,1,undirected
425,258,6,undirected
425,325,5,undirected
425,326,1,undirected
425,354,1,undirected
425,408,1,undirected
425,441,5,undirected
425,535,2,undirected
425,726,2,undirected
426,203,2,undirected
426,218,1,undirected
426,233,3,undirected
426,281,2,undirected
426,298,10,undirected
426,371,1,undirected
426,415,3,undirected
426,427,2,undirected
426,441,6,undirected
426,462,10,undirected
426,601,1,undirected
427,215,1,undirected
427,223,2,undirected
427,226,1,undirected
427,227,2,undirected
427,258,6,undirected
427,274,2,undirected
427,280,1,undirected
427,337,2,undirected
427,348,5,undirected
427,354,9,undirected
427,359,4,undirected
427,391,6,undirected
427,408,6,undirected
427,426,2,undirected
427,435,1,undirected
427,477,2,undirected
427,478,1,undirected
428,231,2,undirected
428,292,2,undirected
428,301,2,undirected
428,341,9,undirected
428,365,6,undirected
428,378,1,undirected
428,380,2,undirected
428,430,2,undirected
429,299,2,undirected
429,306,6,undirected
429,351,1,undirected
429,366,1,undirected
429,397,2,undirected
429,413,5,undirected
429,474,7,undirected
430,231,1,undirected
430,243,6,undirected
430,273,1,undirected
430,292,5,undirected
430,318,2,undirected
430,341,9,undirected
430,428,2,undirected
431,245,2,undirected
431,258,3,undirected
431,354,8,undirected
431,364,7,undirected
431,409,1,undirected
431,482,2,undirected
431,697,1,undirected
432,134,5,undirected
432,190,1,undirected
432,199,15,undirected
432,209,3,undirected
432,219,15,undirected
432,230,2,undirected
432,248,14,undirected
432,252,6,undirected
432,254,4,undirected
432,261,12,undirected
432,306,1,undirected
432,352,2,undirected
432,353,10,undirected
432,362,3,undirected
432,375,5,undirected
432,377,1,undirected
432,437,11,undirected
432,444,1,undirected
432,448,4,undirected
432,461,1,undirected
432,468,2,undirected
432,555,2,undirected
432,625,2,undirected
432,652,2,undirected
433,87,1,undirected
433,234,5,undirected
433,251,1,undirected
433,272,2,undirected
433,282,2,undirected
433,291,2,undirected
433,294,3,undirected
433,370,1,undirected
433,420,3,undirected
433,438,18,undirected
434,72,2,undirected
434,136,1,undirected
434,207,3,undirected
434,210,4,undirected
434,211,8,undirected
434,215,8,undirected
434,216,3,undirected
434,240,2,undirected
434,246,2,undirected
434,275,2,undirected
434,284,6,undirected
434,303,2,undirected
434,328,5,undirected
434,354,8,undirected
434,364,4,undirected
434,372,3,undirected
434,379,4,undirected
434,381,5,undirected
434,388,2,undirected
434,391,6,undirected
434,409,3,undirected
434,410,3,undirected
434,422,6,undirected
434,435,1,undirected
434,443,2,undirected
434,456,4,undirected
434,465,2,undirected
434,477,10,undirected
434,479,3,undirected
434,534,3,undirected
434,539,2,undirected
434,728,4,undirected
435,216,11,undirected
435,223,6,undirected
435,288,1,undirected
435,289,10,undirected
435,340,1,undirected
435,374,3,undirected
435,379,2,undirected
435,396,2,undirected
435,416,1,undirected
435,427,1,undirected
435,434,1,undirected
435,462,2,undirected
435,465,4,undirected
436,221,4,undirected
436,311,3,undirected
436,340,21,undirected
436,366,2,undirected
436,374,1,undirected
436,463,7,undirected
437,199,1,undirected
437,203,3,undirected
437,204,7,undirected
437,248,8,undirected
437,306,11,undirected
437,347,4,undirected
437,432,11,undirected
437,625,8,undirected
438,230,3,undirected
438,234,6,undirected
438,241,7,undirected
438,251,1,undirected
438,254,2,undirected
438,263,4,undirected
438,270,6,undirected
438,272,16,undirected
438,385,8,undirected
438,420,1,undirected
438,433,18,undirected
438,440,1,undirected
439,212,1,undirected
439,226,2,undirected
439,243,3,undirected
439,245,1,undirected
439,273,15,undirected
439,334,1,undirected
439,341,9,undirected
439,361,2,undirected
439,406,5,undirected
439,424,3,undirected
440,214,19,undirected
440,241,6,undirected
440,243,4,undirected
440,287,2,undirected
440,292,1,undirected
440,309,7,undirected
440,386,3,undirected
440,438,1,undirected
440,446,2,undirected
440,447,2,undirected
440,462,1,undirected
441,247,1,undirected
441,253,4,undirected
441,280,1,undirected
441,310,3,undirected
441,316,2,undirected
441,326,3,undirected
441,354,3,undirected
441,360,2,undirected
441,371,6,undirected
441,376,2,undirected
441,408,8,undirected
441,425,5,undirected
441,426,6,undirected
442,241,1,undirected
442,243,6,undirected
442,278,4,undirected
442,332,7,undirected
442,360,3,undirected
442,363,1,undirected
442,364,7,undirected
442,588,3,undirected
443,205,14,undirected
443,243,1,undirected
443,257,2,undirected
443,273,1,undirected
443,275,1,undirected
443,276,5,undirected
443,297,1,undirected
443,325,2,undirected
443,364,2,undirected
443,365,1,undirected
443,371,2,undirected
443,424,5,undirected
443,434,2,undirected
443,453,6,undirected
443,457,5,undirected
443,695,1,undirected
443,728,3,undirected
444,220,1,undirected
444,248,1,undirected
444,332,14,undirected
444,393,1,undirected
444,408,5,undirected
444,432,1,undirected
444,473,4,undirected
445,276,2,undirected
445,301,2,undirected
445,334,3,undirected
445,412,4,undirected
445,424,3,undirected
445,447,5,undirected
445,466,3,undirected
445,481,18,undirected
446,129,4,undirected
446,130,1,undirected
446,212,1,undirected
446,237,1,undirected
446,243,1,undirected
446,254,1,undirected
446,267,8,undirected
446,287,12,undirected
446,292,23,undirected
446,294,2,undirected
446,309,11,undirected
446,332,2,undirected
446,361,5,undirected
446,365,1,undirected
446,370,7,undirected
446,375,2,undirected
446,378,7,undirected
446,406,1,undirected
446,440,2,undirected
446,447,1,undirected
446,711,1,undirected
446,747,1,undirected
447,0,3,undirected
447,128,1,undirected
447,243,3,undirected
447,307,2,undirected
447,318,4,undirected
447,334,24,undirected
447,440,2,undirected
447,445,5,undirected
447,446,1,undirected
447,481,4,undirected
448,219,1,undirected
448,233,6,undirected
448,248,4,undirected
448,361,11,undirected
448,432,4,undirected
449,224,3,undirected
449,241,1,undirected
449,243,9,undirected
449,260,1,undirected
449,279,5,undirected
449,332,3,undirected
449,460,2,undirected
450,207,1,undirected
450,215,1,undirected
450,244,14,undirected
450,246,5,undirected
450,247,8,undirected
450,258,7,undirected
450,409,7,undirected
450,451,1,undirected
450,478,3,undirected
451,207,8,undirected
451,215,1,undirected
451,222,3,undirected
451,247,2,undirected
451,258,3,undirected
451,352,3,undirected
451,361,1,undirected
451,403,2,undirected
451,409,3,undirected
451,410,6,undirected
451,450,1,undirected
452,11,3,undirected
452,283,2,undirected
452,320,2,undirected
452,462,6,undirected
452,669,1,undirected
452,678,1,undirected
452,691,1,undirected
452,701,2,undirected
452,704,3,undirected
452,707,2,undirected
452,717,1,undirected
453,119,1,undirected
453,137,3,undirected
453,153,1,undirected
453,388,3,undirected
453,424,9,undirected
453,443,6,undirected
453,728,2,undirected
454,138,3,undirected
454,142,2,undirected
454,146,3,undirected
454,199,5,undirected
454,202,4,undirected
454,215,4,undirected
454,219,1,undirected
454,223,3,undirected
454,225,3,undirected
454,250,1,undirected
454,259,9,undirected
454,262,3,undirected
454,274,2,undirected
454,277,1,undirected
454,299,3,undirected
454,300,15,undirected
454,319,4,undirected
454,320,2,undirected
454,328,3,undirected
454,335,1,undirected
454,352,2,undirected
454,353,1,undirected
454,361,3,undirected
454,367,2,undirected
454,380,2,undirected
454,397,1,undirected
454,401,6,undirected
454,403,1,undirected
454,408,1,undirected
454,460,11,undirected
454,462,7,undirected
454,469,1,undirected
454,474,5,undirected
454,519,1,undirected
455,212,2,undirected
455,230,3,undirected
455,248,1,undirected
455,276,4,undirected
455,282,5,undirected
455,293,1,undirected
455,294,2,undirected
455,365,6,undirected
455,370,2,undirected
456,275,1,undirected
456,422,3,undirected
456,434,4,undirected
456,502,2,undirected
456,515,1,undirected
456,525,6,undirected
456,526,2,undirected
456,532,3,undirected
456,533,1,undirected
456,703,2,undirected
457,136,3,undirected
457,153,1,undirected
457,243,3,undirected
457,276,1,undirected
457,325,4,undirected
457,383,2,undirected
457,408,5,undirected
457,443,5,undirected
458,128,2,undirected
458,219,1,undirected
458,241,6,undirected
458,248,11,undirected
458,261,1,undirected
458,306,6,undirected
458,369,7,undirected
458,613,1,undirected
459,222,1,undirected
459,227,1,undirected
459,236,6,undirected
459,260,3,undirected
459,275,11,undirected
459,316,4,undirected
459,359,22,undirected
459,366,5,undirected
459,379,1,undirected
459,477,2,undirected
459,508,1,undirected
459,533,3,undirected
460,248,4,undirected
460,259,3,undirected
460,353,2,undirected
460,361,2,undirected
460,449,2,undirected
460,454,11,undirected
460,473,3,undirected
460,605,2,undirected
461,218,1,undirected
461,232,12,undirected
461,233,5,undirected
461,248,7,undirected
461,254,14,undirected
461,277,3,undirected
461,304,2,undirected
461,332,4,undirected
461,342,3,undirected
461,382,1,undirected
461,432,1,undirected
462,0,1,undirected
462,36,2,undirected
462,89,1,undirected
462,200,3,undirected
462,203,3,undirected
462,215,6,undirected
462,221,2,undirected
462,223,6,undirected
462,224,6,undirected
462,226,5,undirected
462,227,4,undirected
462,228,5,undirected
462,235,3,undirected
462,281,3,undirected
462,288,2,undirected
462,293,2,undirected
462,297,3,undirected
462,308,1,undirected
462,310,2,undirected
462,316,3,undirected
462,320,1,undirected
462,321,1,undirected
462,322,1,undirected
462,355,10,undirected
462,367,1,undirected
462,371,2,undirected
462,372,2,undirected
462,374,7,undirected
462,426,10,undirected
462,435,2,undirected
462,440,1,undirected
462,452,6,undirected
462,454,7,undirected
462,473,2,undirected
462,592,2,undirected
462,618,2,undirected
462,679,1,undirected
463,215,2,undirected
463,225,2,undirected
463,238,1,undirected
463,252,7,undirected
463,262,2,undirected
463,290,8,undirected
463,300,2,undirected
463,306,13,undirected
463,346,1,undirected
463,349,1,undirected
463,355,3,undirected
463,359,2,undirected
463,361,7,undirected
463,401,4,undirected
463,436,7,undirected
463,469,2,undirected
463,475,3,undirected
463,633,1,undirected
464,208,7,undirected
464,324,1,undirected
464,669,18,undirected
464,672,4,undirected
464,687,9,undirected
464,716,1,undirected
464,717,3,undirected
465,275,2,undirected
465,323,14,undirected
465,340,3,undirected
465,374,2,undirected
465,422,1,undirected
465,434,2,undirected
465,435,4,undirected
466,234,1,undirected
466,241,3,undirected
466,275,1,undirected
466,281,1,undirected
466,287,6,undirected
466,292,1,undirected
466,298,3,undirected
466,370,3,undirected
466,371,17,undirected
466,376,14,undirected
466,384,1,undirected
466,445,3,undirected
466,481,2,undirected
467,202,3,undirected
467,221,3,undirected
467,255,13,undirected
467,264,3,undirected
467,330,1,undirected
467,340,2,undirected
467,403,6,undirected
467,411,5,undirected
468,203,3,undirected
468,219,1,undirected
468,229,5,undirected
468,232,1,undirected
468,248,2,undirected
468,259,4,undirected
468,306,11,undirected
468,338,3,undirected
468,353,1,undirected
468,421,6,undirected
468,432,2,undirected
469,271,2,undirected
469,306,7,undirected
469,311,10,undirected
469,380,3,undirected
469,390,1,undirected
469,397,3,undirected
469,454,1,undirected
469,463,2,undirected
470,245,2,undirected
470,271,2,undirected
470,278,4,undirected
470,330,3,undirected
470,417,1,undirected
470,501,1,undirected
470,528,24,undirected
470,549,1,undirected
471,271,1,undirected
471,353,10,undirected
471,399,2,undirected
471,403,4,undirected
471,411,7,undirected
472,207,1,undirected
472,215,4,undirected
472,224,2,undirected
472,279,9,undirected
472,289,1,undirected
472,368,19,undirected
472,616,2,undirected
473,68,2,undirected
473,134,2,undirected
473,215,14,undirected
473,259,12,undirected
473,271,5,undirected
473,278,1,undirected
473,289,2,undirected
473,335,9,undirected
473,345,2,undirected
473,349,2,undirected
473,351,3,undirected
473,352,6,undirected
473,374,1,undirected
473,380,2,undirected
473,381,1,undirected
473,391,2,undirected
473,401,19,undirected
473,402,1,undirected
473,419,5,undirected
473,444,4,undirected
473,460,3,undirected
473,462,2,undirected
473,478,4,undirected
473,482,1,undirected
473,500,3,undirected
473,679,2,undirected
473,726,1,undirected
474,134,2,undirected
474,202,2,undirected
474,203,1,undirected
474,221,3,undirected
474,255,2,undirected
474,264,6,undirected
474,271,1,undirected
474,289,1,undirected
474,299,2,undirected
474,308,2,undirected
474,337,2,undirected
474,340,5,undirected
474,351,1,undirected
474,353,1,undirected
474,366,11,undirected
474,387,3,undirected
474,390,5,undirected
474,397,6,undirected
474,400,1,undirected
474,402,1,undirected
474,403,7,undirected
474,429,7,undirected
474,454,5,undirected
475,199,2,undirected
475,314,2,undirected
475,338,5,undirected
475,361,1,undirected
475,399,6,undirected
475,401,3,undirected
475,411,1,undirected
475,463,3,undirected
475,476,3,undirected
476,199,1,undirected
476,209,1,undirected
476,218,14,undirected
476,220,2,undirected
476,248,5,undirected
476,296,2,undirected
476,314,4,undirected
476,338,1,undirected
476,361,3,undirected
476,377,4,undirected
476,399,6,undirected
476,475,3,undirected
476,555,2,undirected
476,614,1,undirected
476,640,3,undirected
477,210,3,undirected
477,211,1,undirected
477,237,1,undirected
477,260,1,undirected
477,275,5,undirected
477,383,7,undirected
477,427,2,undirected
477,434,10,undirected
477,459,2,undirected
478,215,4,undirected
478,246,2,undirected
478,302,6,undirected
478,304,5,undirected
478,342,11,undirected
478,352,2,undirected
478,392,14,undirected
478,402,1,undirected
478,427,1,undirected
478,450,3,undirected
478,473,4,undirected
478,565,3,undirected
478,715,3,undirected
479,211,2,undirected
479,341,1,undirected
479,352,5,undirected
479,364,6,undirected
479,409,2,undirected
479,412,3,undirected
479,434,3,undirected
479,715,2,undirected
480,13,3,undirected
480,135,4,undirected
480,152,6,undirected
480,315,4,undirected
480,342,2,undirected
480,345,1,undirected
480,372,1,undirected
480,501,2,undirected
480,565,1,undirected
481,334,4,undirected
481,371,2,undirected
481,376,4,undirected
481,412,17,undirected
481,424,8,undirected
481,445,18,undirected
481,447,4,undirected
481,466,2,undirected
482,215,6,undirected
482,258,10,undirected
482,320,1,undirected
482,383,3,undirected
482,419,5,undirected
482,431,2,undirected
482,473,1,undirected
482,646,3,undirected
482,714,1,undirected
483,167,3,undirected
483,172,9,undirected
483,173,4,undirected
483,489,2,undirected
483,493,2,undirected
483,494,2,undirected
483,563,4,undirected
483,609,2,undirected
483,732,1,undirected
484,115,1,undirected
484,217,1,undirected
484,661,5,undirected
484,696,10,undirected
484,729,7,undirected
484,731,4,undirected
485,182,8,undirected
485,487,3,undirected
485,489,1,undirected
485,491,2,undirected
485,494,7,undirected
485,732,2,undirected
485,742,1,undirected
486,38,1,undirected
486,492,7,undirected
486,640,3,undirected
486,648,9,undirected
486,649,7,undirected
486,654,1,undirected
487,180,5,undirected
487,485,3,undirected
487,489,7,undirected
487,491,8,undirected
487,493,3,undirected
487,494,21,undirected
488,489,13,undirected
488,490,2,undirected
488,491,11,undirected
488,493,10,undirected
488,494,1,undirected
488,563,2,undirected
489,167,1,undirected
489,172,7,undirected
489,174,6,undirected
489,193,2,undirected
489,483,2,undirected
489,485,1,undirected
489,487,7,undirected
489,488,13,undirected
489,490,11,undirected
489,491,21,undirected
489,493,16,undirected
489,494,19,undirected
489,547,3,undirected
489,552,2,undirected
489,562,1,undirected
489,571,2,undirected
489,572,5,undirected
489,608,3,undirected
489,609,1,undirected
489,695,2,undirected
489,700,2,undirected
490,173,3,undirected
490,182,2,undirected
490,488,2,undirected
490,489,11,undirected
490,491,4,undirected
490,493,2,undirected
491,167,1,undirected
491,193,3,undirected
491,485,2,undirected
491,487,8,undirected
491,488,11,undirected
491,489,21,undirected
491,490,4,undirected
491,493,5,undirected
491,494,7,undirected
491,566,7,undirected
491,639,2,undirected
491,656,2,undirected
492,167,2,undirected
492,172,6,undirected
492,173,3,undirected
492,486,7,undirected
492,547,3,undirected
492,640,2,undirected
492,648,1,undirected
492,651,2,undirected
492,655,2,undirected
492,740,6,undirected
493,99,1,undirected
493,168,4,undirected
493,174,1,undirected
493,193,1,undirected
493,483,2,undirected
493,487,3,undirected
493,488,10,undirected
493,489,16,undirected
493,490,2,undirected
493,491,5,undirected
493,494,1,undirected
493,505,3,undirected
493,563,2,undirected
493,639,2,undirected
494,167,11,undirected
494,172,3,undirected
494,483,2,undirected
494,485,7,undirected
494,487,21,undirected
494,488,1,undirected
494,489,19,undirected
494,491,7,undirected
494,493,1,undirected
494,557,2,undirected
494,567,2,undirected
494,627,3,undirected
495,217,9,undirected
495,552,1,undirected
495,562,1,undirected
495,568,13,undirected
495,570,10,undirected
495,577,5,undirected
496,154,9,undirected
496,156,3,undirected
496,165,7,undirected
496,356,4,undirected
496,371,2,undirected
496,595,1,undirected
496,684,2,undirected
497,344,2,undirected
497,407,1,undirected
497,498,5,undirected
497,506,3,undirected
497,508,7,undirected
497,514,6,undirected
497,515,12,undirected
497,533,4,undirected
497,535,21,undirected
497,611,10,undirected
498,344,24,undirected
498,407,6,undirected
498,497,5,undirected
498,515,2,undirected
498,532,1,undirected
498,535,2,undirected
498,536,15,undirected
499,11,6,undirected
499,17,5,undirected
499,19,2,undirected
499,24,3,undirected
499,223,1,undirected
499,532,2,undirected
499,628,3,undirected
499,678,1,undirected
499,687,4,undirected
500,199,3,undirected
500,282,2,undirected
500,310,5,undirected
500,320,1,undirected
500,345,22,undirected
500,473,3,undirected
500,692,2,undirected
500,701,1,undirected
501,25,2,undirected
501,208,1,undirected
501,346,2,undirected
501,365,4,undirected
501,470,1,undirected
501,480,2,undirected
501,528,1,undirected
501,543,3,undirected
501,547,1,undirected
501,674,1,undirected
501,685,15,undirected
501,715,6,undirected
501,717,5,undirected
502,2,1,undirected
502,57,3,undirected
502,383,1,undirected
502,456,2,undirected
502,509,9,undirected
502,516,5,undirected
502,525,6,undirected
502,532,3,undirected
502,540,10,undirected
503,264,3,undirected
503,531,3,undirected
503,537,2,undirected
503,570,1,undirected
503,619,8,undirected
503,664,6,undirected
503,671,1,undirected
504,224,1,undirected
504,227,2,undirected
504,667,1,undirected
504,678,2,undirected
504,681,12,undirected
504,713,21,undirected
505,188,1,undirected
505,493,3,undirected
505,507,8,undirected
505,516,5,undirected
505,541,2,undirected
505,639,5,undirected
506,23,2,undirected
506,497,3,undirected
506,507,2,undirected
506,517,1,undirected
506,532,23,undirected
506,533,7,undirected
506,538,3,undirected
507,363,1,undirected
507,505,8,undirected
507,506,2,undirected
507,516,15,undirected
507,521,1,undirected
507,532,3,undirected
507,539,8,undirected
507,541,24,undirected
507,711,2,undirected
508,286,7,undirected
508,459,1,undirected
508,497,7,undirected
508,514,11,undirected
508,515,2,undirected
508,517,9,undirected
508,532,3,undirected
508,533,1,undirected
508,535,2,undirected
509,2,2,undirected
509,27,1,undirected
509,197,2,undirected
509,323,10,undirected
509,422,1,undirected
509,502,9,undirected
509,540,2,undirected
510,514,4,undirected
510,515,10,undirected
510,521,17,undirected
510,541,7,undirected
511,288,5,undirected
511,289,1,undirected
511,292,5,undirected
511,307,3,undirected
511,341,3,undirected
511,365,1,undirected
511,513,5,undirected
511,717,1,undirected
512,286,10,undirected
512,517,4,undirected
512,520,20,undirected
512,535,1,undirected
512,536,2,undirected
513,245,1,undirected
513,280,3,undirected
513,354,1,undirected
513,372,2,undirected
513,511,5,undirected
513,516,9,undirected
513,525,23,undirected
513,535,1,undirected
513,540,21,undirected
514,497,6,undirected
514,508,11,undirected
514,510,4,undirected
514,515,9,undirected
514,532,4,undirected
514,538,7,undirected
515,286,1,undirected
515,456,1,undirected
515,497,12,undirected
515,498,2,undirected
515,508,2,undirected
515,510,10,undirected
515,514,9,undirected
515,521,5,undirected
515,535,1,undirected
515,538,9,undirected
515,540,3,undirected
516,502,5,undirected
516,505,5,undirected
516,507,15,undirected
516,513,9,undirected
516,525,1,undirected
516,540,12,undirected
516,608,1,undirected
517,506,1,undirected
517,508,9,undirected
517,512,4,undirected
517,520,12,undirected
517,533,9,undirected
517,536,1,undirected
518,120,6,undirected
518,553,4,undirected
518,561,3,undirected
518,568,3,undirected
518,572,2,undirected
518,585,5,undirected
518,591,1,undirected
519,234,1,undirected
519,248,2,undirected
519,259,3,undirected
519,353,3,undirected
519,394,2,undirected
519,401,1,undirected
519,403,5,undirected
519,454,1,undirected
519,708,1,undirected
519,725,5,undirected
520,512,20,undirected
520,517,12,undirected
520,533,1,undirected
520,541,4,undirected
521,507,1,undirected
521,510,17,undirected
521,515,5,undirected
521,532,3,undirected
521,538,3,undirected
521,541,10,undirected
522,159,10,undirected
522,161,3,undirected
522,162,3,undirected
522,388,1,undirected
522,395,3,undirected
522,611,4,undirected
522,715,4,undirected
522,716,2,undirected
523,17,2,undirected
523,101,2,undirected
523,167,3,undirected
523,553,3,undirected
523,557,4,undirected
523,567,7,undirected
523,573,3,undirected
524,2,8,undirected
524,57,11,undirected
524,66,3,undirected
524,99,2,undirected
524,121,1,undirected
524,217,1,undirected
524,562,2,undirected
524,712,12,undirected
525,245,1,undirected
525,456,6,undirected
525,502,6,undirected
525,513,23,undirected
525,516,1,undirected
525,540,16,undirected
526,15,4,undirected
526,27,9,undirected
526,245,3,undirected
526,456,2,undirected
526,570,4,undirected
526,679,1,undirected
526,703,1,undirected
526,723,1,undirected
527,88,4,undirected
527,160,2,undirected
527,225,1,undirected
527,243,1,undirected
527,264,3,undirected
527,284,1,undirected
527,534,22,undirected
527,547,2,undirected
527,591,1,undirected
528,245,2,undirected
528,258,1,undirected
528,271,4,undirected
528,330,1,undirected
528,417,3,undirected
528,422,2,undirected
528,470,24,undirected
528,501,1,undirected
528,549,2,undirected
528,568,1,undirected
529,312,1,undirected
529,325,2,undirected
529,329,2,undirected
529,333,1,undirected
529,547,2,undirected
529,562,6,undirected
529,608,1,undirected
529,622,16,undirected
529,631,2,undirected
529,685,1,undirected
529,695,2,undirected
529,714,3,undirected
530,164,6,undirected
530,416,3,undirected
530,537,8,undirected
530,592,3,undirected
530,603,3,undirected
530,669,2,undirected
531,92,2,undirected
531,101,1,undirected
531,125,1,undirected
531,503,3,undirected
531,532,5,undirected
531,562,4,undirected
531,622,2,undirected
531,631,9,undirected
532,15,3,undirected
532,133,1,undirected
532,236,1,undirected
532,286,2,undirected
532,344,1,undirected
532,407,2,undirected
532,456,3,undirected
532,498,1,undirected
532,499,2,undirected
532,502,3,undirected
532,506,23,undirected
532,507,3,undirected
532,508,3,undirected
532,514,4,undirected
532,521,3,undirected
532,531,5,undirected
532,533,5,undirected
532,536,4,undirected
532,541,11,undirected
533,286,6,undirected
533,326,3,undirected
533,456,1,undirected
533,459,3,undirected
533,497,4,undirected
533,506,7,undirected
533,508,1,undirected
533,517,9,undirected
533,520,1,undirected
533,532,5,undirected
533,535,2,undirected
533,538,1,undirected
533,541,10,undirected
534,101,2,undirected
534,354,2,undirected
534,422,3,undirected
534,434,3,undirected
534,527,22,undirected
534,543,2,undirected
534,547,1,undirected
535,224,1,undirected
535,425,2,undirected
535,497,21,undirected
535,498,2,undirected
535,508,2,undirected
535,512,1,undirected
535,513,1,undirected
535,515,1,undirected
535,533,2,undirected
535,536,9,undirected
536,344,6,undirected
536,407,24,undirected
536,498,15,undirected
536,512,2,undirected
536,517,1,undirected
536,532,4,undirected
536,535,9,undirected
536,611,3,undirected
537,5,3,undirected
537,9,1,undirected
537,201,1,undirected
537,264,2,undirected
537,338,1,undirected
537,503,2,undirected
537,530,8,undirected
537,578,17,undirected
537,592,2,undirected
537,657,8,undirected
538,506,3,undirected
538,514,7,undirected
538,515,9,undirected
538,521,3,undirected
538,533,1,undirected
538,541,3,undirected
539,331,3,undirected
539,340,1,undirected
539,381,1,undirected
539,434,2,undirected
539,507,8,undirected
539,541,5,undirected
539,699,3,undirected
539,717,1,undirected
540,502,10,undirected
540,509,2,undirected
540,513,21,undirected
540,515,3,undirected
540,516,12,undirected
540,525,16,undirected
541,286,15,undirected
541,505,2,undirected
541,507,24,undirected
541,510,7,undirected
541,520,4,undirected
541,521,10,undirected
541,532,11,undirected
541,533,10,undirected
541,538,3,undirected
541,539,5,undirected
542,4,3,undirected
542,242,2,undirected
542,352,7,undirected
542,684,2,undirected
542,687,1,undirected
542,701,4,undirected
542,715,5,undirected
543,25,1,undirected
543,324,3,undirected
543,326,1,undirected
543,329,8,undirected
543,364,2,undirected
543,501,3,undirected
543,534,2,undirected
543,547,10,undirected
543,572,2,undirected
543,687,2,undirected
543,700,3,undirected
543,715,2,undirected
543,717,2,undirected
543,727,4,undirected
544,5,7,undirected
544,7,12,undirected
544,12,11,undirected
544,19,3,undirected
544,22,2,undirected
544,23,9,undirected
545,68,3,undirected
545,248,7,undirected
545,265,1,undirected
545,294,2,undirected
545,332,2,undirected
545,414,1,undirected
545,576,4,undirected
545,580,1,undirected
545,581,3,undirected
546,548,3,undirected
546,560,2,undirected
546,564,6,undirected
546,567,5,undirected
546,574,1,undirected
546,579,4,undirected
546,585,2,undirected
546,586,3,undirected
546,589,3,undirected
546,602,15,undirected
546,610,1,undirected
547,31,2,undirected
547,155,1,undirected
547,163,6,undirected
547,164,5,undirected
547,190,6,undirected
547,206,1,undirected
547,336,4,undirected
547,357,4,undirected
547,380,1,undirected
547,404,9,undirected
547,489,3,undirected
547,492,3,undirected
547,501,1,undirected
547,527,2,undirected
547,529,2,undirected
547,534,1,undirected
547,543,10,undirected
547,552,7,undirected
547,554,1,undirected
547,555,5,undirected
547,556,4,undirected
547,560,2,undirected
547,568,2,undirected
547,583,1,undirected
547,592,4,undirected
547,604,2,undirected
547,618,2,undirected
547,627,1,undirected
547,640,1,undirected
547,657,5,undirected
547,727,2,undirected
548,546,3,undirected
548,559,3,undirected
548,574,4,undirected
548,582,3,undirected
548,590,2,undirected
548,597,2,undirected
548,603,24,undirected
549,30,4,undirected
549,57,3,undirected
549,139,4,undirected
549,423,2,undirected
549,470,1,undirected
549,528,2,undirected
549,696,5,undirected
549,712,3,undirected
550,576,22,undirected
550,579,2,undirected
550,600,8,undirected
550,607,17,undirected
551,553,11,undirected
551,569,13,undirected
551,570,1,undirected
551,585,3,undirected
552,25,1,undirected
552,193,10,undirected
552,489,2,undirected
552,495,1,undirected
552,547,7,undirected
552,554,11,undirected
552,561,5,undirected
552,568,6,undirected
552,570,12,undirected
552,571,9,undirected
552,572,3,undirected
552,580,9,undirected
552,591,9,undirected
552,653,2,undirected
553,179,1,undirected
553,194,4,undirected
553,217,6,undirected
553,240,5,undirected
553,518,4,undirected
553,523,3,undirected
553,551,11,undirected
553,554,9,undirected
553,563,5,undirected
553,564,2,undirected
553,566,10,undirected
553,568,1,undirected
553,569,18,undirected
553,573,2,undirected
554,376,1,undirected
554,547,1,undirected
554,552,11,undirected
554,553,9,undirected
554,564,3,undirected
554,568,1,undirected
554,571,1,undirected
554,580,4,undirected
555,38,1,undirected
